site,collection_date,YYYYMMDD,quadrat,plant,rhi_length,node1,node2,node3,node4,node5,leaf_length1,leaf_length2,leaf_length3,leaf_length4,leaf_length5,leaf_length6,leaf_length7,leaf_length8,leaf_length9,leaf_length10,leaf_width1,leaf_width2,leaf_width3,leaf_width4,leaf_width5,leaf_width6,leaf_width7,leaf_width8,leaf_width9,leaf_width10,eff_leaf_area1,eff_leaf_area2,eff_leaf_area3,eff_leaf_area4,eff_leaf_area5,eff_leaf_area6,eff_leaf_area7,eff_leaf_area8,eff_leaf_area9,eff_leaf_area10,tot_leaf_area_cmsq,pad_mass_g,pad_epihpyte_mass_g,epiphyte_mass_g,epi_mg_shoot_g,epi_mg_shoot_sqcm,rhi_mass_fw,rhi_foil,rhi_foil_dw_g,rhi_dw_g,root_per_moisture,shoot_mass_fw,shoot_foil,shoot_foil_dw,shoot_dw,shoot_per_moisture,xs_shoot_mass_fw,xs_shoot_foil,xs_shoot_foil_dw,xs_shoot_mass,xs_pad_mass_g,xs_epiphyte_pad_mass_g,xs_epiphyte_mass_g,iso_count,iso_fw,iso_foil,iso_foil_dw,iso_dw,gamm_amph_count,gamm_amph_fw,gamm_amph_foil,gamm_amph_foil_dw,gamm_amph_dw,caprel_count,caprel_fw,caprel_foil,caprel_foil_dw,caprel_dw,limpet_count,limpet_fw,limpet_foil,limpet_foil_dw,limpet_dw,gastropod_count,gastropod_fw,gastropod_foil,gastropod_foil_dw,gastropod_dw,crab_count,crab_fw,crab_foil,crab_foil_dw,crab_dw,polychaete_count,other_animal_notes,notes
2017_M_05,23/6/17,20170623,4,3,5.0,1.6,1.9,,,,49,57.8,55,42.7,35.7,19.2,,,,,0.5,0.5,0.5,0.5,0.5,0.4,0.4,,,,49,57.8,55,42.7,35.7,15.36,0,0,0,0,255.56,0.6878,0.7042,0.0164,,0.064172797,0.7085,0.8083,0.9147,0.1064,84.98235709,1.9646,1.3713,1.6865,0.3152,83.95602158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,4,4,4.4,1.2,1.8,,,,52.4,40.7,29,49.6,,,,,,,0.4,0.5,0.4,0.5,,,,,,,41.92,40.7,23.2,49.6,0,0,0,0,0,0,155.42,0.6457,0.6569,0.0112,,0.072062798,0.4067,0.8227,0.8772,0.0545,86.59945906,1.3335,1.5675,1.8001,0.2326,82.55718035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,4,5,5.0,1.2,1.6,1.1,0.8,,22.8,25.4,26,5.6,6.2,7.4,,,,,0.4,0.4,0.4,0.3,0.3,0.3,,,,,18.24,20.32,20.8,3.36,3.72,4.44,0,0,0,0,70.88,0.6764,0.6845,0.0081,,0.114277652,0.6611,0.8552,0.9488,0.0936,85.84177885,0.5908,1.6165,1.7157,0.0992,83.20920785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,5,1,5.0,1.9,,,,,30.8,9.7,65.6,57.2,6.1,67,,,,,0.5,0.2,0.4,0.5,0.5,0.4,,,,,30.8,3.88,52.48,57.2,6.1,53.6,0,0,0,0,204.06,0.7268,0.7377,0.0109,,0.053415662,0.365,0.7584,0.7978,0.0394,89.20547945,1.4268,1.8659,2.0972,0.2313,83.78889823,8.1618,1.8177,2.7994,0.9817,,,,,,,,,4,0.0112,0.4884,0.4894,0.001,4,0.0066,0.6656,0.666,0.0004,2,0.0159,0.5916,0.5976,0.006,1,0.0092,0.534,0.5381,0.0041,,,,,,6,,
2017_M_05,23/6/17,20170623,5,2,5.0,1.1,2.1,,,,46.2,30.5,50,26.4,26.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,36.96,24.4,40,21.12,20.96,0,0,0,0,0,143.44,0.6582,0.6692,0.011,,0.076687117,0.3569,0.721,0.7675,0.0465,86.97114038,1.0272,1.5924,1.7339,0.1415,86.22468847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,5,3,5.0,2.2,2.5,,,,5.5,15.4,29.4,27.2,20.2,40.4,45.6,,,,0.2,0.3,0.5,0.4,0.4,0.4,0.5,,,,2.2,9.24,29.4,21.76,16.16,32.32,45.6,0,0,0,156.68,0.569,0.5774,0.0084,,0.053612459,0.5007,0.8924,0.9452,0.0528,89.45476333,1.309,1.931,2.1225,0.1915,85.37051184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,6,1,5.0,2.1,,,,,21,51.2,39,15.8,37.8,13.8,39.1,,,,0.4,0.4,0.4,0.4,0.4,0.3,0.4,,,,16.8,40.96,31.2,12.64,30.24,8.28,31.28,0,0,0,171.4,0.6647,0.674,0.0093,,0.054259043,0.4021,0.8633,0.9036,0.0403,89.97761751,1.3489,1.3747,1.5705,0.1958,85.48446883,24.6267,1.7874,4.532,2.7446,,,,2,0.003,0.4947,0.4957,0.001,5,0.0068,0.4686,0.4687,1E-04,11,0.0209,0.5931,0.5944,0.0013,3,0.0623,0.4208,0.4448,0.024,1,0.0028,0.5519,0.5532,0.0013,,,,,,6,,
2017_M_05,23/6/17,20170623,6,2,5.0,1.4,3.4,,,,39,11.9,59.4,52.6,64.5,40.8,7.8,,,,0.5,0.3,0.5,0.4,0.4,0.4,0.4,,,,39,7.14,59.4,42.08,51.6,32.64,6.24,0,0,0,238.1,0.6287,0.6408,0.0121,,0.050818984,0.448,0.8129,0.8616,0.0487,89.12946429,1.9968,1.3372,1.6122,0.275,86.22796474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,6,3,5.0,2.2,,,,,41.2,18.8,43.8,61.4,,,,,,,0.5,0.4,0.5,0.4,,,,,,,41.2,15.04,43.8,49.12,0,0,0,0,0,0,149.16,0.6306,0.6373,0.0067,,0.044918209,0.4151,0.7728,0.8131,0.0403,90.29149603,1.437,2.1431,2.3103,0.1672,88.36464857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,6,4,5.0,0.9,2.4,,,,24.6,15.5,20.5,27,31.8,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,19.68,12.4,16.4,21.6,25.44,0,0,0,0,0,95.52,0.6225,0.6291,0.0066,,0.069095477,0.3142,0.8912,0.9224,0.0312,90.0700191,0.8567,2.2013,2.3124,0.1111,87.03163301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,6,5,5.0,0.8,0.5,0.9,0.9,,9,4,37,25.4,21.8,,,,,,0.2,0.3,0.3,0.3,0.3,,,,,,3.6,2.4,22.2,15.24,13.08,0,0,0,0,0,56.52,0.5839,0.5885,0.0046,,0.08138712,0.4997,0.8885,0.9464,0.0579,88.41304783,0.4762,2.2612,2.3316,0.0704,85.21629567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,7,1,4.9,0.6,1.1,1,0.2,,22.6,31.1,46,45.9,,,,,,,0.4,0.4,0.4,0.4,,,,,,,18.08,24.88,36.8,36.72,0,0,0,0,0,0,116.48,0.6108,0.616,0.0052,,0.044642857,0.4313,0.7332,0.7943,0.0611,85.83352655,0.9539,1.316,1.4273,0.1113,88.33211028,12.4122,1.8291,3.2454,1.4163,,,,1,0.0009,0.5907,0.5908,1E-04,,,,,,1,0.0015,0.5755,0.5759,0.0004,2,0.0631,0.4219,0.4376,0.0157,4,0.0093,0.3972,0.4013,0.0041,,,,,,6,1 bivalve,
2017_M_05,23/6/17,20170623,7,2,5.0,0.7,1.2,0.7,0.2,,41.8,48.2,22.4,,,,,,,,0.4,0.4,0.4,,,,,,,,33.44,38.56,17.92,0,0,0,0,0,0,0,89.92,0.6951,0.6999,0.0048,,0.053380783,0.6368,0.7395,0.8143,0.0748,88.25376884,0.9506,1.3898,1.4981,0.1083,88.60719546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,7,3,5.0,0.8,2.3,,,,48,16.7,58.8,45.2,45.1,,,,,,0.5,0.5,0.6,0.5,0.6,,,,,,48,16.7,70.56,45.2,54.12,0,0,0,0,0,234.58,0.6973,0.7074,0.0101,,0.043055674,0.5989,0.738,0.8161,0.0781,86.95942561,2.0166,1.9796,2.2712,0.2916,85.54001785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,7,4,5.0,0.8,1,0.9,0.3,,74.4,43,49.2,10.4,,,,,,,0.4,0.4,0.4,0.2,,,,,,,59.52,34.4,39.36,4.16,0,0,0,0,0,0,137.44,0.6208,0.6278,0.007,,0.050931315,0.5328,0.7147,0.7852,0.0705,86.76801802,1.3951,1.888,2.0719,0.1839,86.81814924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,7,5,5.0,0.6,1,0.8,0.6,,59.7,20.2,44.1,78.4,,,,,,,0.5,0.4,0.4,0.4,,,,,,,59.7,16.16,35.28,62.72,0,0,0,0,0,0,173.86,0.603,0.6113,0.0083,,0.047739561,0.6757,0.7435,0.8314,0.0879,86.99126831,1.3949,2.2008,2.4226,0.2218,84.09921858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,8,1,5.0,0.9,2.2,,,,40.7,54.2,17.7,67.2,55.4,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,40.7,54.2,17.7,67.2,55.4,0,0,0,0,0,235.2,0.5407,0.5472,0.0065,,0.027636054,0.4194,0.8315,0.8869,0.0554,86.79065331,1.7807,1.994,2.2889,0.2949,83.43909698,19.6829,1.931,4.3885,2.4575,,,,1,0.0024,0.565,0.565,0,2,0.0024,0.5202,0.5202,0,15,0.0383,0.5475,0.5496,0.0021,9,0.1761,0.5783,0.6256,0.0473,2,0.0923,0.527,0.5878,0.0608,,,,,,5,1 bivalve,
2017_M_05,23/6/17,20170623,8,2,5.0,0.5,1.5,,,,9.6,50.8,37.4,41.4,39.5,,,,,,0.4,0.4,0.5,0.5,0.4,,,,,,7.68,40.64,37.4,41.4,31.6,0,0,0,0,0,158.72,0.6541,0.6616,0.0075,,0.047253024,0.3993,0.7394,0.7953,0.0559,86.00050088,0.3725,1.7957,1.9948,0.1991,46.55033557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,8,3,4.2,1.9,1.5,,,,19,36.7,41.9,33.2,,,,,,,0.4,0.4,0.4,0.4,,,,,,,15.2,29.36,33.52,26.56,0,0,0,0,0,0,104.64,0.632,0.6411,0.0091,,0.086964832,0.3414,0.5661,0.6135,0.0474,86.11599297,0.9003,1.5705,1.7269,0.1564,82.62801288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,8,4,5.0,1.6,1.9,,,,19.1,65.8,58.3,45.2,45,35,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,19.1,65.8,58.3,45.2,45,35,0,0,0,0,268.4,0.6643,0.6704,0.0061,,0.022727273,0.6599,0.5301,0.6199,0.0898,86.39187756,2.0971,1.6687,2.0016,0.3329,84.12569739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_M_05,23/6/17,20170623,8,5,5.0,1,1.9,,,,62.9,58.2,28.1,51,41.2,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,62.9,58.2,28.1,51,41.2,0,0,0,0,0,241.4,0.675,0.6989,0.0239,,0.0990058,0.6139,0.4968,0.5724,0.0756,87.68529076,1.7818,2.1797,2.4637,0.284,84.06106185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,1,1,5.0,1.9,2.1,,,,94.8,96.2,22.6,66.3,66.2,,,,,,0.6,0.7,0.7,0.7,0.7,,,,,,113.76,134.68,31.64,92.82,92.68,0,0,0,0,0,465.58,0.6422,0.6508,0.0086,,0.018471584,1.0319,0.5797,0.7125,0.1328,87.1305359,4.8842,1.9771,2.8145,0.8374,82.85491995,6.136,2.7903,3.6827,0.8924,,,,1,0.0016,0.2989,0.2992,0.0003,,,,,,,,,,,13,0.4564,0.4412,0.595,0.1538,21,0.094,0.4368,0.4727,0.0359,,,,,,2,,
2017_L_06,23/7/17,20170723,1,2,5.0,2,1.7,,,,44.6,84.2,56.2,92.4,78.9,,,,,,0.6,0.7,0.7,0.7,0.6,,,,,,53.52,117.88,78.68,129.36,94.68,0,0,0,0,0,474.12,0.5883,0.5941,0.0058,,0.01223319,0.8276,0.6425,0.7636,0.1211,85.36732721,4.6339,1.7743,2.5976,0.8233,82.23310818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,1,3,5.0,1.4,1.6,1,,,89,67.8,47.6,6.2,34.2,82.6,,,,,0.6,0.6,0.6,0.3,0.5,0.5,,,,,106.8,81.36,57.12,3.72,34.2,82.6,0,0,0,0,365.8,0.6406,0.6493,0.0087,,0.023783488,0.6889,0.663,0.7618,0.0988,85.65829583,3.5081,1.9334,2.5887,0.6553,81.32037285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,1,4,5.0,1,1,1,1.2,,71.4,27.3,55.4,41.1,,,,,,,0.5,0.5,0.5,0.5,,,,,,,71.4,27.3,55.4,41.1,0,0,0,0,0,0,195.2,0.6125,0.6183,0.0058,,0.029713115,0.6647,0.4069,0.4934,0.0865,86.9866105,1.7416,2.034,2.3446,0.3106,82.16582453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,1,5,5.0,1,1.2,1.2,,,76.4,73.9,34.2,83.6,,,,,,,0.5,0.6,0.6,0.6,,,,,,,76.4,88.68,41.04,100.32,0,0,0,0,0,0,306.44,0.6723,0.6797,0.0074,,0.024148284,0.9679,0.4027,0.5305,0.1278,86.79615663,3.1541,1.8388,2.357,0.5182,83.57059066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2017_L_06,23/7/17,20170723,2,1,5.0,1.2,1.2,1.2,0.8,,73.5,70.2,63.6,71.4,,,,,,,0.7,0.7,0.6,0.6,,,,,,,102.9,98.28,76.32,85.68,0,0,0,0,0,0,363.18,0.6213,0.6272,0.0059,,0.016245388,1.3619,0.5103,0.7132,0.2029,85.10169616,4.392,2.262,2.9588,0.6968,84.13479053,12.4635,2.4622,4.2818,1.8196,,,,,,,,,,,,,,,,,,,5,0.1301,0.4689,0.5111,0.0422,50,0.3958,0.571,0.6923,0.1213,,,,,,,,
2017_L_06,23/7/17,20170723,2,2,5.0,1.5,1.3,1.6,,,64.6,60.6,75.6,46.8,,,,,,,0.7,0.7,0.7,0.7,0.6,,,,,,90.44,84.84,105.84,65.52,0,0,0,0,0,0,346.64,0.63,0.6364,0.0064,,0.018462959,1.0644,0.4856,0.6441,0.1585,85.10898159,6.5734,1.8057,2.7957,0.99,84.93930082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,2,3,5.0,1.1,1.3,1.2,1.1,1.2,25.3,67.2,73.6,46.8,,,,,,,0.6,0.7,0.6,0.5,,,,,,,30.36,94.08,88.32,46.8,0,0,0,0,0,0,259.56,0.6982,0.7025,0.0043,,0.016566497,0.7589,0.5419,0.6582,0.1163,84.67518777,2.3645,2.2917,2.7291,0.4374,81.5013745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,2,4,5.0,1,1,1,1.5,,81.2,43.4,18.1,70.6,40.4,54.8,,,,,0.6,0.6,0.6,0.6,0.5,0.5,,,,,97.44,52.08,21.72,84.72,40.4,54.8,0,0,0,0,351.16,0.6713,0.6761,0.0048,,0.013668983,1.1917,0.4395,0.601,0.1615,86.44793153,3.8321,2.1202,2.7313,0.6111,84.05313014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,2,5,5.0,1.8,1.5,1.6,,,59.4,92.8,76.4,66.8,42.8,,,,,,0.7,0.7,0.7,0.7,0.7,,,,,,83.16,129.92,106.96,93.52,59.92,0,0,0,0,0,473.48,0.6749,0.6781,0.0032,,0.006758469,1.55,0.4594,0.6628,0.2034,86.87741935,6.1758,1.8917,2.8146,0.9229,85.05618705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,3,1,5.0,1.5,2.3,,,,4.8,55.8,24.9,47.4,52.4,,,,,,0.6,0.3,0.5,0.5,0.5,0.5,,,,,5.76,33.48,24.9,47.4,52.4,0,0,0,0,0,163.94,0.6794,0.6817,0.0023,,0.014029523,0.8954,0.4834,0.6058,0.1224,86.33013178,3.50152,1.7683,2.3983,0.63,82.00781375,4.1723,2.719,3.3647,0.6457,,,,4,0.2417,0.4833,0.5505,0.0672,,,,,,,,,,,3,0.1186,0.5174,0.5584,0.041,24,0.1956,0.558,0.6275,0.0695,,,,,,1,,
2017_L_06,23/7/17,20170723,3,2,5.0,2,1.5,,,,31.2,76.8,42.4,45.4,52.4,,,,,,0.6,0.6,0.5,0.5,0.6,,,,,,37.44,92.16,42.4,45.4,62.88,0,0,0,0,0,280.28,0.6034,0.6058,0.0024,,0.008562866,0.8438,0.486,0.6093,0.1233,85.38753259,3.2149,1.7485,2.2997,0.5512,82.85483219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,3,3,5.0,0.5,2.1,1.8,,,69.2,55.4,30.6,65.1,54.2,,,,,,0.5,0.5,0.5,0.5,0.4,,,,,,69.2,55.4,30.6,65.1,43.36,0,0,0,0,0,263.66,0.6141,0.6156,0.0015,,0.005689145,0.7365,0.4201,0.5249,0.1048,85.77053632,2.3484,1.8361,2.3979,0.5618,76.07732925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,3,4,5.0,1,2,1.5,,,47.6,15.1,41.1,57.4,51.4,,,,,,0.5,0.4,0.5,0.5,0.5,0.5,,,,,47.6,12.08,41.1,57.4,51.4,0,0,0,0,0,209.58,0.6368,0.6392,0.0024,,0.011451474,0.7595,0.4597,0.5653,0.1056,86.09611587,2.7659,2.2493,2.7603,0.511,81.5250009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,3,5,5.0,0.8,1.4,0.7,1.2,0.8,30.4,56.4,41.1,57.4,51.4,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,24.32,45.12,32.88,45.92,41.12,0,0,0,0,0,189.36,0.7149,0.7149,0,,0,0.6074,0.4297,0.5117,0.082,86.49983536,1.5924,1.9768,2.2678,0.291,81.72569706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,4,1,5.0,1.5,3,,,,66.2,33.9,71.4,25.8,,,,,,,0.7,0.7,0.7,0.7,,,,,,,92.68,47.46,99.96,36.12,0,0,0,0,0,0,276.22,0.6774,0.6774,0,,0,1.0321,0.7083,0.8405,0.1322,87.19116365,3.1491,1.7265,2.315,0.5885,81.31212092,4.4688,2.8512,3.398,0.5468,,,,,,,,,,,,,,,,,,,7,0.2293,0.5748,0.6562,0.0814,19,0.1739,0.6111,0.6592,0.0481,,,,,,3,,
2017_L_06,23/7/17,20170723,4,2,5.0,2,3,,,,26.9,66.4,77.4,55.8,69.8,,,,,,0.7,0.7,0.7,0.7,0.7,,,,,,37.66,92.96,108.36,78.12,97.72,0,0,0,0,0,414.82,0.694,0.694,0,,0,1.1198,0.7007,0.8495,0.1488,86.71191284,3.962,2.0983,2.9816,0.8833,77.70570419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,4,3,5.0,1.6,,,,,63.1,83.9,57.4,90,69.9,,,,,,0.6,0.7,0.7,0.7,0.7,,,,,,75.72,117.46,80.36,126,97.86,0,0,0,0,0,497.4,0.7038,0.7207,0.0169,,0.033976679,0.9601,0.5985,0.738,0.1395,85.47026351,5.4299,1.7958,2.9792,1.1834,78.20586014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,4,4,3.6,1,1.6,,,,33.2,8.3,53.1,52.6,52.2,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,26.56,6.64,42.48,42.08,41.76,0,0,0,0,0,159.52,0.6142,0.6142,0,,0,0.5412,0.6996,0.7849,0.0853,84.23872875,1.535,1.7284,2.0233,0.2949,80.78827362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,4,5,5.0,1,1.1,1.1,1.3,,47.6,9.2,26.6,39,57.4,,,,,,0.4,0.5,0.4,0.5,0.5,,,,,,38.08,9.2,21.28,39,57.4,0,0,0,0,0,164.96,0.7025,0.7025,0,,0,0.7568,0.612,0.7398,0.1278,83.11310782,1.5904,1.8329,2.1372,0.3043,80.86644869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,5,1,5.0,0.5,1.5,1.5,,,62.2,55.4,86.3,34.2,9.9,,,,,,0.7,0.7,0.7,0.6,0.6,,,,,,87.08,77.56,120.82,41.04,11.88,0,0,0,0,0,338.38,0.676,0.677,0.001,,0.002955257,1.0592,0.6398,0.7947,0.1549,85.37575529,4.0242,2.0851,2.7683,0.6832,83.02271259,6.2856,2.3366,3.15,0.8134,,,,1,0.1909,0.6402,0.6444,0.0042,2,0.0063,0.5188,0.5189,1E-04,,,,,,4,0.141,0.4298,0.4776,0.0478,9,0.0403,0.445,0.4635,0.0185,,,,,,2,,
2017_L_06,23/7/17,20170723,5,2,5.0,1,1,1.2,0.8,0.7,43.1,45.8,20.6,54.4,43.4,,,,,,0.4,0.5,0.5,0.5,0.5,,,,,,34.48,45.8,20.6,54.4,43.4,0,0,0,0,0,198.68,0.6829,0.6831,0.0002,,0.001006644,1.1223,0.6594,0.8284,0.169,84.94163771,1.997,1.8362,2.2231,0.3869,80.62593891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,5,3,5.0,1,1.4,1.5,,,24.1,25.5,76.4,61.1,48.9,70,,,,,0.6,0.6,0.6,0.6,0.6,0.6,,,,,28.92,30.6,91.68,73.32,58.68,84,0,0,0,0,367.2,0.635,0.635,0,,0,1.9121,0.4412,0.6017,0.1605,91.60608755,3.8731,2.067,2.69009,0.62309,83.91236994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,5,4,5.0,0.5,1,2,,,22,10.7,30,27.1,22.1,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,17.6,8.56,24,21.68,17.68,0,0,0,0,0,89.52,0.658,0.6583,0.0003,,0.003351206,1.0728,0.4872,0.6625,0.1753,83.6595824,1.0629,2.093,2.2569,0.1639,84.57992285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,5,5,5.0,1,1.8,1.5,,,57.1,69.1,33.6,52.4,30.1,47,,,,,0.6,0.6,0.6,0.5,0.6,0.6,,,,,68.52,82.92,40.32,52.4,36.12,56.4,0,0,0,0,336.68,0.632,0.6346,0.0026,,0.007722466,0.9843,0.9891,1.1429,0.1538,84.37468252,3.4642,2.0505,2.6662,0.6157,82.22677674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,6,1,5.0,2,2.2,,,,53.6,85.1,47.1,33.9,68.8,37.4,,,,,0.5,0.6,0.6,0.6,0.6,0.6,,,,,53.6,102.12,56.52,40.68,82.56,44.88,0,0,0,0,380.36,0.6774,0.6774,0,,0,0.9772,0.855,0.9808,0.1258,87.12648383,4.2984,1.8281,2.5564,0.7283,83.05648613,17.5117,2.6112,4.9003,2.2891,,,,,,,,,,,,,,,,,,,5,0.2193,0.4219,0.4939,0.072,,,,,,,,,,,2,,
2017_L_06,23/7/17,20170723,6,2,5.0,1,1.5,1.5,,,45.1,78.8,62.6,70.2,32.6,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,54.12,94.56,75.12,84.24,39.12,0,0,0,0,0,347.16,0.6583,0.6584,1E-04,,0.000288052,0.9928,0.5461,0.6867,0.1406,85.83803384,3.7243,2.0234,2.6869,0.6635,82.1845716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,6,3,5.0,0.6,0.9,0.6,0.6,0.6,26.5,50.8,37.1,43.4,38.6,,,,,,0.4,0.4,0.4,0.4,0.4,,,,,,21.2,40.64,29.68,34.72,30.88,0,0,0,0,0,157.12,0.673,0.675,0.002,,0.012729124,0.606,0.5461,0.6288,0.0827,86.35313531,1.5263,1.8706,2.1229,0.2523,83.469829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,6,4,5.0,1.8,1.8,,,,43.1,90.1,76.4,42.9,62.4,,,,,,0.6,0.6,0.6,0.6,0.6,,,,,,51.72,108.12,91.68,51.48,74.88,0,0,0,0,0,377.88,0.6525,0.6553,0.0028,,0.00740976,0.8036,0.6271,0.7295,0.1024,87.25734196,3.9258,1.5751,2.2912,0.7161,81.7591319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,6,5,5.0,0.6,1.8,1.8,,,57.6,10.5,88.4,91,41.1,54,,,,,0.6,0.5,0.6,0.6,0.6,0.6,,,,,69.12,10.5,106.08,109.2,49.32,64.8,0,0,0,0,409.02,0.6642,0.668,0.0038,,0.009290499,0.894,0.6265,0.7519,0.1254,85.97315436,3.7805,1.7786,2.4373,0.6587,82.57637879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017_L_06,23/7/17,20170723,7,1,4.9,0.3,0.7,1.2,0.9,0.9,17.1,39.9,43.6,60,46.4,,,,,,0.4,0.5,0.5,0.4,0.4,,,,,,13.68,39.9,43.6,48,37.12,0,0,0,0,0,182.3,0.6674,0.6677,0.0003,,0.001645639,0.6719,0.6455,0.7454,0.0999,85.13171603,1.5515,1.9559,2.214,0.2581,83.36448598,7.0647,2.0983,2.9453,0.847,,,,,,,,,1,0.0024,0.419,0.4193,0.0003,,,,,,3,0.0872,0.4575,0.4872,0.0297,30,0.115,0.7218,0.7609,0.0391,,,,,,1,1 bivalve,
